ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-14T10:44:18.609Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,121.3,130.1,205408,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.30,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,0.2,495,,,,,false,,
2026-06-14T10:44:19.531Z,test_29-pool2.6-magcal2,true,-0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,120.6,129.4,205396,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.88,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,0.1,496,,,,,false,,
2026-06-14T10:44:20.480Z,test_29-pool2.6-magcal2,true,-0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,119.3,128.1,203248,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.27,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.2,497,,,,,false,,
2026-06-14T10:44:21.447Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,118.1,126.9,205408,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.81,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,0.1,498,,,,,false,,
2026-06-14T10:44:22.481Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,117.6,126.4,205412,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.26,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.1,499,,,,,false,,
2026-06-14T10:44:23.531Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,116.9,125.7,205404,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.17,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,0.1,500,,,,,false,,
2026-06-14T10:44:24.510Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,116.0,124.8,205396,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.05,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.1,501,,,,,false,,
2026-06-14T10:44:25.648Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,115.7,124.5,205392,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.17,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.1,502,,,,,false,,
2026-06-14T10:44:26.465Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,115.0,123.9,205408,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.98,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.0,503,,,,,false,,
2026-06-14T10:44:27.515Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,113.8,122.6,205424,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.09,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,0.1,504,,,,,false,,
2026-06-14T10:44:28.532Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,113.0,121.8,205412,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.43,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.1,505,,,,,false,,
2026-06-14T10:44:29.649Z,test_29-pool2.6-magcal2,true,-0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,112.1,120.9,205412,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.85,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,0.1,506,,,,,false,,
2026-06-14T10:44:30.482Z,test_29-pool2.6-magcal2,true,-0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,111.3,120.1,205400,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.37,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,0.2,507,,,,,false,,
2026-06-14T10:44:31.499Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,110.3,119.1,205416,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.85,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,0.1,508,,,,,false,,
2026-06-14T10:44:32.499Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,109.7,118.5,205400,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.93,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.1,509,,,,,false,,
2026-06-14T10:44:33.533Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,108.7,117.6,205380,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.01,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.0,510,,,,,false,,
2026-06-14T10:44:34.450Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,108.1,116.9,205392,38.846333,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.19,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.2,511,203.5,3.3,38.846306,-77.162178,true,,
2026-06-14T10:44:35.500Z,test_29-pool2.6-magcal2,true,-0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,107.5,116.3,205388,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.55,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,0.1,512,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:36.500Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,106.6,115.4,205408,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.81,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,0.1,513,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:37.650Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,105.6,114.4,205408,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.32,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.1,514,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:38.567Z,test_29-pool2.6-magcal2,true,0.00,15.84,false,false,false,false,false,none,1000,1000,1500,1609,1000,2.2,164.7,1720,false,off,1500,false,true,104.9,113.8,205416,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.52,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,0.1,515,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:39.517Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1608,1516,2.2,164.7,1720,false,off,1640,false,true,104.5,113.3,205400,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.93,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1536,12,4204574309,0.1,516,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:40.501Z,test_29-pool2.6-magcal2,true,0.00,15.76,false,false,false,false,false,none,1000,1000,1500,1608,1570,2.2,164.7,1720,false,off,1659,false,true,104.2,113.0,205388,38.846329,-77.162163,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.40,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1536,12,4204574309,0.4,517,206.4,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:41.517Z,test_29-pool2.6-magcal2,true,0.00,15.81,false,false,false,false,false,none,1000,1000,1500,1615,1571,2.8,117.0,1720,false,off,1660,false,true,104.0,112.1,205408,38.846325,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.56,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1539,12,4204574309,1.1,518,223.5,2.9,38.846306,-77.162178,true,,
2026-06-14T10:44:42.751Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1500,1609,1570,3.1,106.5,1720,false,off,1659,false,true,101.0,108.9,205408,38.846321,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,26.41,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,1.6,519,234.3,3.1,38.846306,-77.162178,true,,
2026-06-14T10:44:43.568Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,1000,1500,1609,1570,3.2,106.8,1720,false,off,1659,false,true,105.8,113.6,205404,38.846313,-77.162132,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.22,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,1.8,520,254.0,4.1,38.846306,-77.162178,true,,
2026-06-14T10:44:44.484Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1570,3.2,109.0,1720,false,off,1659,false,true,109.8,117.6,205380,38.846310,-77.162117,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.20,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,2.0,521,265.9,5.3,38.846306,-77.162178,true,,
2026-06-14T10:44:45.518Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,1000,1501,1608,1570,3.0,110.6,1720,false,off,1659,false,true,115.8,123.8,205384,38.846306,-77.162109,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.82,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1536,12,4204574309,2.0,522,270.0,5.9,38.846306,-77.162178,true,,
2026-06-14T10:44:46.452Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,1000,1500,1610,1570,2.7,112.9,1720,false,off,1659,false,true,118.0,126.3,205256,38.846302,-77.162094,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.97,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,2.0,523,274.5,7.3,38.846306,-77.162178,true,,
2026-06-14T10:44:47.485Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1571,2.5,113.9,1720,false,off,1660,false,true,116.4,124.9,205408,38.846298,-77.162079,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.59,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,2.1,524,277.6,8.6,38.846306,-77.162178,true,,
2026-06-14T10:44:48.502Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1501,1580,1571,2.5,114.7,1720,false,off,1659,false,true,115.3,123.8,205408,38.846291,-77.162071,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.15,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1527,12,4204574309,2.0,525,279.3,9.4,38.846306,-77.162178,true,,
2026-06-14T10:44:49.502Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1571,2.3,114.7,1720,false,off,1660,false,true,118.5,127.1,205408,38.846287,-77.162056,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.80,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.0,526,280.2,10.8,38.846306,-77.162178,true,,
2026-06-14T10:44:50.636Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,1000,1500,1609,1571,2.1,112.3,1720,false,off,1660,false,true,115.9,124.8,205388,38.846283,-77.162041,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.96,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.1,527,280.0,12.2,38.846306,-77.162178,true,,
2026-06-14T10:44:51.486Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1500,1609,1570,2.0,111.0,1720,false,off,1659,false,true,114.1,123.2,205408,38.846279,-77.162033,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.68,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,2.0,528,,,,,false,,
2026-06-14T10:44:52.503Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.8,110.2,1720,false,off,1659,false,true,113.0,122.2,205416,38.846272,-77.162018,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.89,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.1,529,,,,,false,,
2026-06-14T10:44:53.503Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1571,1.7,110.5,1720,false,off,1660,false,true,112.9,122.2,205420,38.846268,-77.162003,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.45,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,2.1,530,310.1,12.8,38.846340,-77.162117,true,,
2026-06-14T10:44:54.553Z,test_29-pool2.6-magcal2,true,0.00,15.68,false,false,false,false,false,none,1000,1000,1499,1610,1570,1.6,110.6,1720,false,off,1659,false,true,112.6,122.0,205384,38.846264,-77.161995,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.98,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1537,12,4204574309,2.1,531,308.9,13.6,38.846340,-77.162117,true,,
2026-06-14T10:44:55.553Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.5,110.6,1720,false,off,1659,false,true,112.9,122.4,205396,38.846260,-77.161980,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.09,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.1,532,306.9,14.9,38.846340,-77.162117,true,,
2026-06-14T10:44:56.570Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1500,1609,1571,1.3,109.1,1720,false,off,1660,false,true,112.7,122.4,205400,38.846256,-77.161964,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.04,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.1,533,304.6,16.2,38.846340,-77.162117,true,,
2026-06-14T10:44:57.503Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.1,109.7,1720,false,off,1659,false,true,112.4,122.2,205388,38.846252,-77.161957,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.73,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,2.1,534,305.4,17.0,38.846340,-77.162117,true,,
2026-06-14T10:44:58.637Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.0,110.0,1720,false,off,1659,false,true,112.6,122.6,205408,38.846249,-77.161942,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.24,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,2.1,535,304.0,18.3,38.846340,-77.162117,true,,
2026-06-14T10:44:59.570Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.9,110.1,1720,false,off,1660,false,true,112.3,122.4,205400,38.846245,-77.161934,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.39,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.1,536,304.8,19.1,38.846340,-77.162117,true,,
2026-06-14T10:45:00.487Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.8,109.8,1720,false,off,1659,false,true,111.8,122.1,203264,38.846241,-77.161919,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.76,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.0,537,269.2,27.1,38.846237,-77.162231,true,,
2026-06-14T10:45:01.637Z,test_29-pool2.6-magcal2,true,0.00,15.76,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.6,108.7,1720,false,off,1660,false,true,112.1,122.5,205412,38.846237,-77.161911,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.63,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1537,12,4204574309,2.0,538,270.0,27.8,38.846237,-77.162231,true,,
2026-06-14T10:45:02.571Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.5,109.3,1720,false,off,1660,false,true,112.4,123.0,203656,38.846233,-77.161896,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.28,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,2.0,539,256.7,26.4,38.846180,-77.162193,true,,
2026-06-14T10:45:03.571Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1570,0.4,111.2,1720,false,off,1659,false,true,112.1,122.7,205412,38.846230,-77.161888,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.59,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,2.1,540,257.4,27.0,38.846180,-77.162193,true,,
2026-06-14T10:45:04.571Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1699,1570,0.3,111.1,1720,false,off,1662,false,true,112.1,122.8,205392,38.846226,-77.161873,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.28,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1568,12,4204574309,2.1,541,259.5,28.2,38.846180,-77.162193,true,,
2026-06-14T10:45:05.488Z,test_29-pool2.6-magcal2,true,-0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1611,1570,0.4,111.3,1720,false,off,1659,false,true,110.2,120.9,205384,38.846222,-77.161865,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.94,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,2.2,542,260.1,28.8,38.846180,-77.162193,true,,
2026-06-14T10:45:06.622Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.4,114.3,1720,false,off,1659,false,true,113.4,123.9,205392,38.846218,-77.161850,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.52,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,2.1,543,260.9,30.0,38.846180,-77.162193,true,,
2026-06-14T10:45:07.788Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,1000,1489,1896,1570,0.5,116.4,1720,false,off,1668,false,true,115.8,126.4,205400,38.846214,-77.161842,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.80,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1634,12,4204574309,2.0,544,262.5,30.6,38.846180,-77.162193,true,,
2026-06-14T10:45:08.572Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1497,2000,1570,0.8,120.2,1720,false,off,1671,false,true,113.0,123.2,205388,38.846210,-77.161827,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.88,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1670,12,4204574309,2.0,545,264.2,31.9,38.846180,-77.162193,true,,
